"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Mar 05 12:46:46 UTC 2026","Thu Mar 05 12:46:46 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should complete Meal Plan activity with manual time entry logged",""
"failed","Thu Mar 05 12:46:29 UTC 2026","Thu Mar 05 12:46:46 UTC 2026","17096","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should complete Challenge activity with manual time entry logged",""
"passed","Thu Mar 05 12:38:21 UTC 2026","Thu Mar 05 12:38:30 UTC 2026","8830","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should show no results for non-existent user search",""
"skipped","Thu Mar 05 12:44:55 UTC 2026","Thu Mar 05 12:44:55 UTC 2026","0","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should verify cumulative time entries",""
"passed","Thu Mar 05 12:43:05 UTC 2026","Thu Mar 05 12:43:27 UTC 2026","22624","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should prevent inactive provider from logging in",""
"passed","Thu Mar 05 12:37:55 UTC 2026","Thu Mar 05 12:38:09 UTC 2026","13792","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should edit template name, type, and content and verify changes persist",""
"failed","Thu Mar 05 12:41:50 UTC 2026","Thu Mar 05 12:42:01 UTC 2026","10675","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should complete data review workflow - Unreviewed to Reviewed",""
"failed","Thu Mar 05 12:43:09 UTC 2026","Thu Mar 05 12:43:19 UTC 2026","10419","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should send Text message to patient from Data section",""
"passed","Thu Mar 05 12:56:23 UTC 2026","Thu Mar 05 12:56:36 UTC 2026","12885","","provider-portal/global-features/search.spec.ts","Global Search","","","should close the dropdown and clear input when search is cleared",""
"skipped","Thu Mar 05 12:44:55 UTC 2026","Thu Mar 05 12:44:55 UTC 2026","0","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should complete all remaining activities for detected week with time entry",""
"passed","Thu Mar 05 12:47:59 UTC 2026","Thu Mar 05 12:48:16 UTC 2026","16300","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate mandatory fields on Edit Profile",""
"skipped","Thu Mar 05 12:47:53 UTC 2026","Thu Mar 05 12:47:53 UTC 2026","1","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should save as draft from edit mode",""
"passed","Thu Mar 05 12:41:21 UTC 2026","Thu Mar 05 12:41:43 UTC 2026","22199","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should validate mandatory fields on Edit form",""
"skipped","Thu Mar 05 12:38:40 UTC 2026","Thu Mar 05 12:38:56 UTC 2026","16196","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should complete Follow Up Bingo activity with time entry",""
"skipped","Thu Mar 05 12:47:54 UTC 2026","Thu Mar 05 12:47:54 UTC 2026","1","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should filter Week 2 list by care manager",""
"skipped","Thu Mar 05 12:47:04 UTC 2026","Thu Mar 05 12:47:20 UTC 2026","16486","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should complete Reach Out activity for Week 2 with time entry",""
"skipped","Thu Mar 05 12:38:56 UTC 2026","Thu Mar 05 12:39:13 UTC 2026","16312","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should complete Follow Up Exercise Program activity with time entry",""
"failed","Thu Mar 05 12:42:24 UTC 2026","Thu Mar 05 12:42:34 UTC 2026","10238","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should display previous notes in View Review Note",""
"failed","Thu Mar 05 12:44:06 UTC 2026","Thu Mar 05 12:44:55 UTC 2026","49682","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should detect patient current week in RTM",""
"passed","Thu Mar 05 12:39:22 UTC 2026","Thu Mar 05 12:39:40 UTC 2026","18297","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should delete assessment with confirmation",""
"skipped","Thu Mar 05 12:46:13 UTC 2026","Thu Mar 05 12:46:29 UTC 2026","16476","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should complete Update EHR Chart activity with manual time entry logged",""
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:51 UTC 2025","8478","","provider-portal\patient-chat.spec.ts","Provider Portal Patient Chat","","","should navigate to patient chart and send a chat message",""
"skipped","Thu Mar 05 12:47:53 UTC 2026","Thu Mar 05 12:47:53 UTC 2026","1","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should only show selected sections in the wizard",""
"failed","Thu Mar 05 12:47:14 UTC 2026","Thu Mar 05 12:47:31 UTC 2026","17124","","provider-portal/enrollment/Modify-EnrollmentFlow.spec.ts","Provider Portal - Modify Enrollment Tests","","","Verify complete modify enrollment workflow - Update ICD codes, Care Manager, Provider, Insurance",""
