"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:51 UTC 2025","8478","","provider-portal\patient-chat.spec.ts","Provider Portal Patient Chat","","","should navigate to patient chart and send a chat message",""
"passed","Tue May 06 11:46:40 UTC 2025","Tue May 06 11:46:42 UTC 2025","1943","","admin-portal\login.spec.ts","Admin Portal Login Tests","","","Failed login with invalid credentials",""
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:44 UTC 2025","2314","","admin-portal\login.spec.ts","Admin Portal Login Tests","","","Login with empty credentials",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:56 UTC 2025","20130","","admin-portal\admin-users.spec.ts","Admin Users Management","","","should add and delete an admin user",""
"failed","Mon Jan 05 13:37:17 UTC 2026","Mon Jan 05 13:37:39 UTC 2026","22349","","provider-portal\template-crud.spec.ts","Template CRUD Flow","","","should perform complete CRUD operations on template",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:39 UTC 2025","3961","","admin-portal\login.spec.ts","Admin Portal Login Tests","","","Successful login with valid credentials",""
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:48 UTC 2025","6300","","provider-portal\patient-chart.spec.ts","Provider Portal Patient Chart","","","should navigate to patient chart and verify patient name",""
"passed","Tue May 06 11:46:38 UTC 2025","Tue May 06 11:46:42 UTC 2025","4478","","provider-portal\login.spec.ts","Provider Portal Login","","","should login to provider portal and navigate to work list",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:42 UTC 2025","6343","","provider-portal\enrollments.spec.ts","Provider Portal Enrollments","","","should navigate to enrollments and open add enrollment form",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:38 UTC 2025","2165","","example.spec.ts","","","","example test",""
