"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:42 UTC 2025","6343","","provider-portal\enrollments.spec.ts","Provider Portal Enrollments","","","should navigate to enrollments and open add enrollment form",""
"passed","Mon Apr 20 07:04:39 UTC 2026","Mon Apr 20 07:04:47 UTC 2026","7774","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should display New button and Text Message button",""
"skipped","Mon Apr 20 06:47:12 UTC 2026","Mon Apr 20 06:47:12 UTC 2026","0","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should open care plan in View Only mode with disabled fields",""
"passed","Mon Apr 20 07:09:49 UTC 2026","Mon Apr 20 07:09:56 UTC 2026","7743","","provider-portal/global-features/search.spec.ts","Global Search","","","should display patient list when searching by first name",""
"passed","Mon Apr 20 07:09:28 UTC 2026","Mon Apr 20 07:09:37 UTC 2026","9090","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should open Manual Time Entries drawer",""
"skipped","Mon Apr 20 06:52:47 UTC 2026","Mon Apr 20 06:53:03 UTC 2026","15908","","provider-portal/alerts/alerts.spec.ts","Alerts - Escalate to Provider","","","should escalate an alert to provider",""
"passed","Mon Apr 20 06:51:29 UTC 2026","Mon Apr 20 06:51:46 UTC 2026","17884","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should auto-populate all fields when Edit is opened",""
"failed","Mon Apr 20 07:03:10 UTC 2026","Mon Apr 20 07:03:15 UTC 2026","4987","","provider-portal/patient-wallet/patient-chart.spec.ts","Provider Portal Patient Chart","","","should navigate to patient chart and verify patient name",""
"skipped","Mon Apr 20 06:50:23 UTC 2026","Mon Apr 20 06:50:32 UTC 2026","9096","","provider-portal/alerts/alerts.spec.ts","Alerts - Status Filter","","","should show only Not Resolved alerts when Active filter is selected",""
"passed","Mon Apr 20 06:46:24 UTC 2026","Mon Apr 20 06:46:32 UTC 2026","8017","","provider-portal/task/task-add.spec.ts","Task - Add Task & Validations","","","AUT_TSK_003 - should show validation messages when saving Add Task form without filling required fields",""
"passed","Mon Apr 20 07:04:43 UTC 2026","Mon Apr 20 07:05:27 UTC 2026","43411","","provider-portal/task/task-reassignment.spec.ts","Task - Reassignment","","","AUT_TSK_082 - Verify reassignment note requirement - Note field accepts text during edit",""
"skipped","Mon Apr 20 06:46:48 UTC 2026","Mon Apr 20 06:46:48 UTC 2026","1","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should search for patient by name in Week 2 list",""
"passed","Mon Apr 20 06:53:04 UTC 2026","Mon Apr 20 06:53:16 UTC 2026","12644","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should display records in Number of Readings page",""
"passed","Mon Apr 20 07:01:17 UTC 2026","Mon Apr 20 07:01:42 UTC 2026","25077","","provider-portal/monitoring/monitoring-03-alerts.spec.ts","Monitoring - Alerts","","","should resolve alert from Number of Alerts page",""
"skipped","Mon Apr 20 06:59:10 UTC 2026","Mon Apr 20 06:59:10 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should search for patient by name in Week 1 list",""
"passed","Mon Apr 20 07:26:32 UTC 2026","Mon Apr 20 07:28:31 UTC 2026","118402","","provider-portal/task/task-view-filter.spec.ts","Task - View, Filter, Sort, Search & Pagination","","","AUT_TSK_019 - should verify each service filter shows only its own tasks",""
"passed","Mon Apr 20 06:51:46 UTC 2026","Mon Apr 20 06:52:07 UTC 2026","20367","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should not save changes when Edit is cancelled",""
"passed","Mon Apr 20 06:53:46 UTC 2026","Mon Apr 20 06:54:57 UTC 2026","71069","","provider-portal/task/task-add.spec.ts","Task - Add Task & Validations","","","AUT_TSK_015 - Verify priority assignment - High, Medium, Low priorities display with distinct color coding",""
