"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 27 08:39:15 UTC 2026","Fri Feb 27 08:39:27 UTC 2026","11424","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate new password requirements",""
"passed","Fri Feb 27 08:33:38 UTC 2026","Fri Feb 27 08:34:00 UTC 2026","22310","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should edit a Unity User and verify changes in list",""
"passed","Fri Feb 27 08:44:10 UTC 2026","Fri Feb 27 08:46:45 UTC 2026","154766","","provider-portal/enrollment/ReEnrollmentFlow.spec.ts","","","","Verify re-enrolled patient appears in Enrollment List with New status",""
"passed","Fri Feb 27 08:36:41 UTC 2026","Fri Feb 27 08:37:08 UTC 2026","26300","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should review vitals from Action button",""
"passed","Fri Feb 27 08:31:11 UTC 2026","Fri Feb 27 08:31:19 UTC 2026","7544","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should navigate to Settings and land on Unity Users tab",""
"passed","Fri Feb 27 08:49:12 UTC 2026","Fri Feb 27 08:49:19 UTC 2026","6970","","provider-portal/global-features/search.spec.ts","Global Search","","","should display patient list when searching by last name",""
"skipped","Fri Feb 27 08:32:53 UTC 2026","Fri Feb 27 08:33:09 UTC 2026","16054","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should verify patient progresses to Week 4 after completing all Week 3 activities",""
"passed","Fri Feb 27 08:35:21 UTC 2026","Fri Feb 27 08:35:42 UTC 2026","21341","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","6. Verify filter combination: Status + Program - Correct patients displayed",""
"passed","Fri Feb 27 08:33:45 UTC 2026","Fri Feb 27 08:33:59 UTC 2026","14456","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","1. Verify filter by Enrollment Date - Patients filtered correctly within date range",""
"passed","Fri Feb 27 08:38:21 UTC 2026","Fri Feb 27 08:38:40 UTC 2026","19527","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should send Text message to patient from Data section",""
"passed","Fri Feb 27 08:31:39 UTC 2026","Fri Feb 27 08:31:54 UTC 2026","14830","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should edit template name, type, and content and verify changes persist",""
"passed","Fri Feb 27 08:33:16 UTC 2026","Fri Feb 27 08:33:26 UTC 2026","10455","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should open user profile when clicking user name link",""
"passed","Fri Feb 27 08:50:02 UTC 2026","Fri Feb 27 08:50:10 UTC 2026","7805","","provider-portal/global-features/search.spec.ts","Global Search","","","should navigate to patient chart when selecting a patient from search results",""
"passed","Fri Feb 27 08:32:40 UTC 2026","Fri Feb 27 08:32:59 UTC 2026","18152","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should delete assessment with confirmation",""
"passed","Fri Feb 27 08:34:00 UTC 2026","Fri Feb 27 08:34:19 UTC 2026","18269","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should auto-populate all fields when Edit is opened",""
"passed","Fri Feb 27 08:33:05 UTC 2026","Fri Feb 27 08:33:16 UTC 2026","11912","","provider-portal/monitoring/monitoring-03-alerts.spec.ts","Monitoring - Alerts","","","should display unresolved alerts in red color",""
"passed","Fri Feb 27 08:31:26 UTC 2026","Fri Feb 27 08:31:49 UTC 2026","22083","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should validate each question type in created assessment",""
"failed","Fri Feb 27 08:36:07 UTC 2026","Fri Feb 27 08:36:15 UTC 2026","7933","","provider-portal/care-team-worklist/interaction-bulk.spec.ts","Interaction - Bulk Operations RTM","","","should send bulk App Chat with attachment",""
"skipped","Fri Feb 27 08:39:17 UTC 2026","Fri Feb 27 08:39:17 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should send Text message to patient from Week 1",""
"skipped","Fri Feb 27 08:40:08 UTC 2026","Fri Feb 27 08:40:08 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should verify multiple time entries are cumulative in Week 2",""
"passed","Fri Feb 27 08:36:12 UTC 2026","Fri Feb 27 08:36:21 UTC 2026","8914","","provider-portal/care-team-worklist/interaction-week4.spec.ts","Interaction - Week 4 RTM","","","should search for patient by name in Week 4 list",""
"passed","Fri Feb 27 08:32:43 UTC 2026","Fri Feb 27 08:32:57 UTC 2026","14460","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should cancel template edit and verify original data remains",""
"passed","Fri Feb 27 08:38:11 UTC 2026","Fri Feb 27 08:38:18 UTC 2026","6635","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should verify week progression or cycle completion",""
"passed","Fri Feb 27 08:35:42 UTC 2026","Fri Feb 27 08:36:19 UTC 2026","36558","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","7. Verify filter combination: Date + Status + Program - Correct patients displayed",""
"skipped","Fri Feb 27 08:38:43 UTC 2026","Fri Feb 27 08:39:00 UTC 2026","16362","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should verify patient remains in Week 1 with partial activities",""
"passed","Fri Feb 27 08:36:46 UTC 2026","Fri Feb 27 08:37:56 UTC 2026","70268","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should create a care plan with all sections and verify it in the list",""
"passed","Fri Feb 27 08:31:49 UTC 2026","Fri Feb 27 08:32:07 UTC 2026","18396","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should assign assessment to patient and verify in patient chart",""
"passed","Fri Feb 27 08:33:14 UTC 2026","Fri Feb 27 08:33:34 UTC 2026","19287","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should cancel assessment edit and verify original data remains",""
"passed","Fri Feb 27 08:37:57 UTC 2026","Fri Feb 27 08:38:11 UTC 2026","13772","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should verify cumulative time entries",""
"failed","Fri Feb 27 08:31:24 UTC 2026","Fri Feb 27 08:31:28 UTC 2026","4995","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should verify Send Consent checkbox reveals Consent Forms dropdown",""
"failed","Fri Feb 27 08:38:25 UTC 2026","Fri Feb 27 08:38:34 UTC 2026","9733","","provider-portal/patient-wallet/patient-chat.spec.ts","Provider Portal Patient Chat","","","should navigate to patient chart and send a chat message",""
"passed","Fri Feb 27 08:31:00 UTC 2026","Fri Feb 27 08:32:11 UTC 2026","71413","","provider-portal/monitoring/monitoring-03-alerts.spec.ts","Monitoring - Alerts","","","should complete alert resolution workflow - Unresolved to Resolved",""
"passed","Fri Feb 27 08:34:50 UTC 2026","Fri Feb 27 08:35:09 UTC 2026","19082","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should display correct assessment type and creator in list",""
"passed","Fri Feb 27 08:39:33 UTC 2026","Fri Feb 27 08:40:13 UTC 2026","40184","","provider-portal/enrollment/Modify-EnrollmentFlow.spec.ts","Provider Portal - Modify Enrollment Tests","","","Verify update enrollment - Update ICD codes, changes reflected in Enrollment List",""
"passed","Fri Feb 27 08:49:48 UTC 2026","Fri Feb 27 08:49:55 UTC 2026","6914","","provider-portal/global-features/search.spec.ts","Global Search","","","should display No Option message when searching with invalid DOB",""
"passed","Fri Feb 27 08:38:37 UTC 2026","Fri Feb 27 08:38:56 UTC 2026","19138","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should send App chat to patient",""
"passed","Fri Feb 27 08:37:43 UTC 2026","Fri Feb 27 08:37:54 UTC 2026","10672","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should verify column headers are clickable and list renders after click",""
"passed","Fri Feb 27 08:35:17 UTC 2026","Fri Feb 27 08:35:38 UTC 2026","21233","","provider-portal/monitoring/monitoring-03-alerts.spec.ts","Monitoring - Alerts","","","should show monitoring page after escalation",""
