"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 16 16:26:52 UTC 2026","Thu Apr 16 16:27:00 UTC 2026","7672","","provider-portal/global-features/search.spec.ts","Global Search","","","should display patient list when searching by first name",""
"passed","Thu Apr 16 16:37:07 UTC 2026","Thu Apr 16 16:37:31 UTC 2026","23902","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should only show selected sections in the wizard",""
"skipped","Thu Apr 16 16:20:45 UTC 2026","Thu Apr 16 16:20:45 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should verify patient progresses to Week 2 after completing all Week 1 activities",""
"passed","Thu Apr 16 16:11:26 UTC 2026","Thu Apr 16 16:11:35 UTC 2026","8738","","provider-portal/alerts/alerts.spec.ts","Alerts - Search Functionality","","","should show no results when searching with non-existent name",""
"passed","Thu Apr 16 16:25:16 UTC 2026","Thu Apr 16 16:25:28 UTC 2026","12245","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should submit escalation with provider name and note",""
"passed","Thu Apr 16 16:34:57 UTC 2026","Thu Apr 16 16:35:33 UTC 2026","35925","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should edit an existing care plan and verify changes",""
"passed","Thu Apr 16 16:27:14 UTC 2026","Thu Apr 16 16:27:22 UTC 2026","8837","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should review a vital by clicking the review checkbox",""
"passed","Thu Apr 16 16:12:33 UTC 2026","Thu Apr 16 16:12:42 UTC 2026","8831","","provider-portal/alerts/alerts.spec.ts","Alerts - Date Filters","","","should filter alerts by End Date",""
"skipped","Thu Apr 16 16:12:40 UTC 2026","Thu Apr 16 16:12:57 UTC 2026","16420","","provider-portal/care-team-worklist/interaction-week4.spec.ts","Interaction - Week 4 RTM","","","should complete Won Challenge activity with time entry",""
"passed","Thu Apr 16 16:08:49 UTC 2026","Thu Apr 16 16:08:58 UTC 2026","9146","","provider-portal/documents/document-tag-filter.spec.ts","Document - Tag Filter","","","AUT_DOC_018 - Verify tag filter options match available folders",""
"passed","Thu Apr 16 16:10:05 UTC 2026","Thu Apr 16 16:10:13 UTC 2026","8736","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should search for a user by name and show filtered results",""
"skipped","Thu Apr 16 16:20:45 UTC 2026","Thu Apr 16 16:20:45 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should verify patient remains in Week 1 with partial activities",""
"passed","Thu Apr 16 16:24:58 UTC 2026","Thu Apr 16 16:25:07 UTC 2026","9154","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should open Response Library dialog when clicked",""
"passed","Thu Apr 16 16:08:12 UTC 2026","Thu Apr 16 16:08:26 UTC 2026","13616","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should prevent saving template without mandatory fields",""
"passed","Thu Apr 16 16:14:13 UTC 2026","Thu Apr 16 16:14:22 UTC 2026","9156","","provider-portal/alerts/alerts.spec.ts","Alerts - Resolve","","","should show Resolved Date after resolving an alert",""
