"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 16 07:37:39 UTC 2026","Thu Apr 16 07:37:51 UTC 2026","11536","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate new password requirements",""
"passed","Thu Apr 16 07:46:54 UTC 2026","Thu Apr 16 07:47:04 UTC 2026","10086","","provider-portal/monitoring/monitoring-03-alerts.spec.ts","Monitoring - Alerts","","","should display pagination in Alerts list",""
"passed","Thu Apr 16 08:12:02 UTC 2026","Thu Apr 16 08:12:18 UTC 2026","15705","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","2. Verify filter by Status (New/Active/Closed) - Patients filtered correctly by status",""
"passed","Thu Apr 16 07:46:39 UTC 2026","Thu Apr 16 07:46:46 UTC 2026","7018","","provider-portal/global-features/search.spec.ts","Global Search","","","should display patient list when searching by date of birth",""
"passed","Thu Apr 16 07:38:52 UTC 2026","Thu Apr 16 07:38:59 UTC 2026","7601","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should display message input with placeholder",""
"failed","Thu Apr 16 07:36:32 UTC 2026","Thu Apr 16 07:36:37 UTC 2026","5357","","provider-portal/patient-wallet/patient-chart.spec.ts","Provider Portal Patient Chart","","","should navigate to patient chart and verify patient name",""
"passed","Thu Apr 16 07:54:16 UTC 2026","Thu Apr 16 07:54:52 UTC 2026","36137","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should edit an existing care plan and verify changes",""
"passed","Thu Apr 16 07:42:10 UTC 2026","Thu Apr 16 07:42:32 UTC 2026","22314","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should edit a Unity User and verify changes in list",""
"passed","Thu Apr 16 07:46:42 UTC 2026","Thu Apr 16 07:47:01 UTC 2026","19206","","provider-portal/alerts/alerts.spec.ts","Alerts - End-to-End Flows","","","E2E: should create Heart Rate alert and verify it appears on Alerts page",""
"passed","Thu Apr 16 07:48:58 UTC 2026","Thu Apr 16 07:49:32 UTC 2026","33854","","provider-portal/alerts/alerts.spec.ts","Alerts - View Resolved Note & Action Menu State","","","E2E: should resolve alert with note and verify note via View Resolved Note",""
"passed","Thu Apr 16 07:40:25 UTC 2026","Thu Apr 16 07:40:32 UTC 2026","7205","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should display play, pause, and stop control buttons",""
"passed","Thu Apr 16 07:39:45 UTC 2026","Thu Apr 16 07:39:52 UTC 2026","7167","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should navigate to Settings and land on Unity Users tab",""
"passed","Thu Apr 16 07:52:54 UTC 2026","Thu Apr 16 07:53:48 UTC 2026","54439","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should create care plan covering all question types",""
"skipped","Thu Apr 16 07:37:17 UTC 2026","Thu Apr 16 07:37:17 UTC 2026","0","","provider-portal/care-team-worklist/interaction-bulk.spec.ts","Interaction - Bulk Operations RTM","","","should send bulk message with custom distribution to single patient",""
"skipped","Thu Apr 16 07:38:32 UTC 2026","Thu Apr 16 07:38:32 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should verify multiple time entries are cumulative in Week 2",""
"passed","Thu Apr 16 07:49:41 UTC 2026","Thu Apr 16 07:50:12 UTC 2026","30781","","provider-portal/monitoring/monitoring-03-alerts.spec.ts","Monitoring - Alerts","","","should display resolved alerts in green color",""
"skipped","Thu Apr 16 07:38:50 UTC 2026","Thu Apr 16 07:38:50 UTC 2026","1","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should complete Follow Up Challenge activity with time entry",""
"failed","Thu Apr 16 08:08:31 UTC 2026","Thu Apr 16 08:08:47 UTC 2026","16229","","provider-portal/care-team-worklist/week-interaction.spec.ts","Provider Portal - Week Interaction","","","should perform week interaction for patient in current week",""
"failed","Thu Apr 16 07:36:55 UTC 2026","Thu Apr 16 07:38:52 UTC 2026","116997","","admin-portal/Library/assessmentCRUD.spec.ts","Admin Portal - Assessment CRUD","","","Should create CCM assessment and perform CRUD operations",""
"passed","Thu Apr 16 08:14:24 UTC 2026","Thu Apr 16 08:14:41 UTC 2026","17786","","provider-portal/enrollment/EnrollmentFormVerification.spec.ts","","","","Verify patient search and auto-fill in New Enrollment form",""
"failed","Thu Apr 16 07:38:08 UTC 2026","Thu Apr 16 07:38:25 UTC 2026","16933","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should display global comment box with placeholder text",""
"failed","Thu Apr 16 07:49:02 UTC 2026","Thu Apr 16 07:49:18 UTC 2026","16408","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should delete assessment with confirmation",""
"passed","Thu Apr 16 07:43:15 UTC 2026","Thu Apr 16 07:43:22 UTC 2026","7564","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should navigate to View All Data page",""
"passed","Thu Apr 16 08:13:46 UTC 2026","Thu Apr 16 08:14:24 UTC 2026","37295","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","7. Verify filter combination: Date + Status + Program - Correct patients displayed",""
"failed","Thu Apr 16 07:44:38 UTC 2026","Thu Apr 16 07:45:07 UTC 2026","28750","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should verify vital added from Vitals tab appears in Latest Reading",""
"skipped","Thu Apr 16 08:08:30 UTC 2026","Thu Apr 16 08:08:30 UTC 2026","0","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should filter by care manager",""
"failed","Thu Apr 16 07:36:57 UTC 2026","Thu Apr 16 07:37:03 UTC 2026","6450","","provider-portal/patient-wallet/vitals.spec.ts","Provider Portal Vitals","","","Add Heart Rate vital and verify latest reading",""
"passed","Thu Apr 16 07:37:18 UTC 2026","Thu Apr 16 07:37:24 UTC 2026","6382","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should verify existing patient appears in Week 1 interaction list",""
"passed","Thu Apr 16 07:36:29 UTC 2026","Thu Apr 16 07:36:38 UTC 2026","8991","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should create template and verify it displays in template list",""
"skipped","Thu Apr 16 07:38:32 UTC 2026","Thu Apr 16 07:38:32 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should send Text message to patient from Week 2",""
"passed","Thu Apr 16 07:40:09 UTC 2026","Thu Apr 16 07:40:18 UTC 2026","8965","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should show no results for non-existent user search",""
"failed","Thu Apr 16 07:49:37 UTC 2026","Thu Apr 16 07:49:53 UTC 2026","16441","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should cancel assessment edit and verify original data remains",""
"skipped","Thu Apr 16 07:40:08 UTC 2026","Thu Apr 16 07:40:08 UTC 2026","0","","admin-portal/Library/careplanCRUD.spec.ts","Admin Portal - Care Plan CRUD","","","CCM-4: Save as draft, verify status, edit and finish to make active",""
"passed","Thu Apr 16 07:39:01 UTC 2026","Thu Apr 16 07:39:18 UTC 2026","16531","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate mandatory fields on Edit Profile",""
"skipped","Thu Apr 16 07:38:50 UTC 2026","Thu Apr 16 07:38:50 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should filter Week 3 list by care manager",""
"skipped","Thu Apr 16 07:37:41 UTC 2026","Thu Apr 16 07:37:41 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should verify patient remains in Week 1 with partial activities",""
"skipped","Thu Apr 16 08:05:44 UTC 2026","Thu Apr 16 08:06:00 UTC 2026","16313","","provider-portal/care-team-worklist/interaction-week4.spec.ts","Interaction - Week 4 RTM","","","should complete Won Challenge activity with time entry",""
"passed","Thu Apr 16 07:43:44 UTC 2026","Thu Apr 16 07:43:54 UTC 2026","9667","","provider-portal/alerts/alerts.spec.ts","Alerts - My Alerts Checkbox","","","should filter alerts to show only my alerts when checkbox is checked",""
"passed","Thu Apr 16 07:42:27 UTC 2026","Thu Apr 16 07:42:34 UTC 2026","6863","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should display all expected column headers",""
"failed","Thu Apr 16 07:48:10 UTC 2026","Thu Apr 16 07:48:26 UTC 2026","16677","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should assign assessment to patient and verify in patient chart",""
"passed","Thu Apr 16 07:48:46 UTC 2026","Thu Apr 16 07:48:58 UTC 2026","12082","","provider-portal/alerts/alerts.spec.ts","Alerts - View Resolved Note & Action Menu State","","","should display resolution note when clicking View Resolved Note",""
"skipped","Thu Apr 16 07:38:50 UTC 2026","Thu Apr 16 07:38:50 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should complete Follow Up Exercise Program activity with time entry",""
"passed","Thu Apr 16 07:55:34 UTC 2026","Thu Apr 16 07:56:11 UTC 2026","36541","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should add 5+ questions with different types to a single section",""
"failed","Thu Apr 16 07:42:24 UTC 2026","Thu Apr 16 07:42:34 UTC 2026","10242","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should send Text message to patient from Data section",""
"passed","Thu Apr 16 07:57:40 UTC 2026","Thu Apr 16 07:58:12 UTC 2026","32050","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should archive a care plan and verify Show Archived toggle",""
"skipped","Thu Apr 16 07:38:32 UTC 2026","Thu Apr 16 07:38:32 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should filter Week 2 list by care manager",""
"skipped","Thu Apr 16 07:40:08 UTC 2026","Thu Apr 16 07:40:08 UTC 2026","0","","admin-portal/Library/careplanCRUD.spec.ts","Admin Portal - Care Plan CRUD","","","PCM-6: Archive, view, unarchive, and delete care plan",""
"passed","Thu Apr 16 07:44:16 UTC 2026","Thu Apr 16 07:44:36 UTC 2026","19200","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should deactivate a user by toggling status to Inactive",""
"passed","Thu Apr 16 07:42:58 UTC 2026","Thu Apr 16 07:43:06 UTC 2026","7833","","provider-portal/patient-wallet/patient-monitoring.spec.ts","Patient Wallet - Patient Monitoring","","","should verify reviewed vital shows checked state",""
"passed","Thu Apr 16 07:40:59 UTC 2026","Thu Apr 16 07:41:31 UTC 2026","32407","","admin-portal/Library/templateCRUD.spec.ts","Admin Portal - Template End-to-End Flow","","","Should create and edit all service type templates",""
"passed","Thu Apr 16 07:47:38 UTC 2026","Thu Apr 16 07:47:54 UTC 2026","15815","","provider-portal/monitoring/monitoring-03-alerts.spec.ts","Monitoring - Alerts","","","should escalate alert to provider from Action button",""
"passed","Thu Apr 16 07:46:54 UTC 2026","Thu Apr 16 07:47:01 UTC 2026","6981","","provider-portal/global-features/search.spec.ts","Global Search","","","should find patient when searching by full phone number",""
"passed","Thu Apr 16 07:40:24 UTC 2026","Thu Apr 16 07:40:38 UTC 2026","13356","","provider-portal/monitoring/monitoring-01-no-data.spec.ts","Monitoring - No Data","","","should search for a patient by name in No Data list",""
"skipped","Thu Apr 16 08:07:38 UTC 2026","Thu Apr 16 08:07:55 UTC 2026","16328","","provider-portal/care-team-worklist/interaction-week4.spec.ts","Interaction - Week 4 RTM","","","should filter Week 4 list by care manager",""
"skipped","Thu Apr 16 07:37:17 UTC 2026","Thu Apr 16 07:37:17 UTC 2026","0","","provider-portal/care-team-worklist/interaction-bulk.spec.ts","Interaction - Bulk Operations RTM","","","should send bulk App Chat with attachment",""
"failed","Thu Apr 16 07:47:36 UTC 2026","Thu Apr 16 07:47:52 UTC 2026","16110","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should create assessment with all question types, preview, finish and verify in list",""
