"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 25 11:39:27 UTC 2026","Wed Feb 25 11:39:33 UTC 2026","5115","","provider-portal/patient-wallet/patient-chart.spec.ts","Provider Portal Patient Chart","","","should navigate to patient chart and verify patient name",""
"passed","Wed Feb 25 11:40:14 UTC 2026","Wed Feb 25 11:40:23 UTC 2026","8698","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should cancel template creation and verify template is not saved",""
"passed","Wed Feb 25 11:50:02 UTC 2026","Wed Feb 25 11:50:06 UTC 2026","4226","","provider-portal/global-features/search.spec.ts","Global Search","","","should display the global search bar on the dashboard after login",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:38 UTC 2025","2165","","example.spec.ts","","","","example test",""
"passed","Wed Feb 25 12:28:32 UTC 2026","Wed Feb 25 12:28:56 UTC 2026","24367","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","1. Verify filter by Enrollment Date - Patients filtered correctly within date range",""
"passed","Wed Feb 25 11:42:56 UTC 2026","Wed Feb 25 11:43:19 UTC 2026","22483","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should validate mandatory fields on Edit form",""
"passed","Wed Feb 25 11:43:57 UTC 2026","Wed Feb 25 11:47:07 UTC 2026","190281","","provider-portal/enrollment/ReEnrollmentFlow.spec.ts","","","","Verify re-enrolled patient appears in Enrollment List with New status",""
"passed","Wed Feb 25 11:40:02 UTC 2026","Wed Feb 25 11:40:12 UTC 2026","10545","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should filter users by role using the role dropdown",""
"passed","Wed Feb 25 12:24:57 UTC 2026","Wed Feb 25 12:24:58 UTC 2026","1284","","admin-portal/login.spec.ts","Admin Portal Login Tests","","","Login with empty credentials",""
"failed","Wed Feb 25 11:39:16 UTC 2026","Wed Feb 25 11:39:21 UTC 2026","5009","","provider-portal/enrollment/enrollments.spec.ts","Provider Portal Enrollments","","","should navigate to enrollments and open add enrollment form",""
"passed","Wed Feb 25 12:24:39 UTC 2026","Wed Feb 25 12:24:53 UTC 2026","13795","","admin-portal/admin-users.spec.ts","Admin Users Management","","","should add and delete an admin user",""
"passed","Wed Feb 25 11:51:03 UTC 2026","Wed Feb 25 11:51:10 UTC 2026","7219","","provider-portal/global-features/search.spec.ts","Global Search","","","should navigate to patient chart when selecting a patient from search results",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:42 UTC 2025","6343","","provider-portal\enrollments.spec.ts","Provider Portal Enrollments","","","should navigate to enrollments and open add enrollment form",""
"passed","Wed Feb 25 11:40:59 UTC 2026","Wed Feb 25 11:41:09 UTC 2026","9764","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate confirm password matches new password",""
"passed","Wed Feb 25 11:44:35 UTC 2026","Wed Feb 25 11:44:58 UTC 2026","22815","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should preserve questions after editing assessment title",""
"failed","Wed Feb 25 11:41:22 UTC 2026","Wed Feb 25 11:41:39 UTC 2026","17057","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should validate each question type in created assessment",""
"passed","Wed Feb 25 11:43:20 UTC 2026","Wed Feb 25 11:43:40 UTC 2026","20161","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should cancel assessment edit and verify original data remains",""
"passed","Wed Feb 25 11:40:04 UTC 2026","Wed Feb 25 11:40:41 UTC 2026","36683","","provider-portal/enrollment/Modify-EnrollmentFlow.spec.ts","Provider Portal - Modify Enrollment Tests","","","Verify complete modify enrollment workflow - Update ICD codes, Care Manager, Provider, Insurance",""
"passed","Wed Feb 25 11:40:53 UTC 2026","Wed Feb 25 11:41:09 UTC 2026","15432","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should validate email format on Add Unity User",""
"failed","Wed Feb 25 11:40:36 UTC 2026","Wed Feb 25 11:40:53 UTC 2026","16907","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should cancel template deletion and verify template still exists",""
"passed","Wed Feb 25 11:50:35 UTC 2026","Wed Feb 25 11:50:41 UTC 2026","6892","","provider-portal/global-features/search.spec.ts","Global Search","","","should find patient when searching by first 3 digits of phone number",""
"passed","Wed Feb 25 11:42:17 UTC 2026","Wed Feb 25 11:42:35 UTC 2026","18273","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should auto-populate all fields when Edit is opened",""
"passed","Wed Feb 25 11:53:40 UTC 2026","Wed Feb 25 11:53:55 UTC 2026","14910","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should block creation of care plan with duplicate name",""
"passed","Wed Feb 25 11:52:32 UTC 2026","Wed Feb 25 11:53:02 UTC 2026","29813","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should archive a care plan and verify Show Archived toggle",""
"passed","Wed Feb 25 11:49:05 UTC 2026","Wed Feb 25 11:49:29 UTC 2026","24508","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should save care plan as draft and resume editing",""
"passed","Wed Feb 25 11:40:26 UTC 2026","Wed Feb 25 11:40:40 UTC 2026","13286","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should prevent saving without mandatory fields",""
"passed","Wed Feb 25 11:42:02 UTC 2026","Wed Feb 25 11:42:10 UTC 2026","7915","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should handle special characters in template name and content",""
"passed","Wed Feb 25 11:52:10 UTC 2026","Wed Feb 25 11:52:32 UTC 2026","22615","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should navigate forward and backward with data retention",""
"passed","Wed Feb 25 11:40:02 UTC 2026","Wed Feb 25 11:40:14 UTC 2026","12085","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should delete template and verify it is removed from list",""
"passed","Wed Feb 25 11:40:59 UTC 2026","Wed Feb 25 11:43:57 UTC 2026","177801","","provider-portal/enrollment/Modify-EnrollmentFlow.spec.ts","Provider Portal - Modify Enrollment Tests","","","Verify modify enrollment - Change status from NEW to ACTIVE, changes reflected in Worklist and Enrollment List",""
"passed","Wed Feb 25 12:25:26 UTC 2026","Wed Feb 25 12:25:52 UTC 2026","26336","","provider-portal/enrollment/Add-Enrollments.spec.ts","Provider Portal - Add Enrollment Tests","","","Verify Cancel button closes Add Enrollment form and navigates back to Enrollment List",""
"passed","Wed Feb 25 11:50:21 UTC 2026","Wed Feb 25 11:50:28 UTC 2026","6833","","provider-portal/global-features/search.spec.ts","Global Search","","","should find patient when searching by full name in lastname-firstname format",""
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:51 UTC 2025","8478","","provider-portal\patient-chat.spec.ts","Provider Portal Patient Chat","","","should navigate to patient chart and send a chat message",""
"passed","Wed Feb 25 12:31:54 UTC 2026","Wed Feb 25 12:32:27 UTC 2026","32737","","provider-portal/enrollment/EnrollmentFormVerification.spec.ts","","","","Verify Add Insurance button opens insurance form and allows adding new insurance",""
"passed","Wed Feb 25 11:41:57 UTC 2026","Wed Feb 25 11:42:09 UTC 2026","12810","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should edit profile and verify changes reflect on profile page",""
"failed","Wed Feb 25 11:40:07 UTC 2026","Wed Feb 25 11:40:12 UTC 2026","5078","","provider-portal/patient-wallet/vitals.spec.ts","Provider Portal Vitals","","","Add Heart Rate vital and verify latest reading",""
"passed","Wed Feb 25 11:45:30 UTC 2026","Wed Feb 25 11:46:00 UTC 2026","29736","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should verify Verify Email option in action menu",""
"passed","Wed Feb 25 11:46:10 UTC 2026","Wed Feb 25 11:46:20 UTC 2026","9825","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should display all users in a scrollable list",""
"passed","Wed Feb 25 11:40:19 UTC 2026","Wed Feb 25 11:40:26 UTC 2026","6144","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should display all profile fields correctly",""
"passed","Wed Feb 25 11:41:09 UTC 2026","Wed Feb 25 11:41:34 UTC 2026","25281","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should terminate session after password change",""
"passed","Wed Feb 25 11:39:23 UTC 2026","Wed Feb 25 11:40:04 UTC 2026","40689","","provider-portal/enrollment/Modify-EnrollmentFlow.spec.ts","Provider Portal - Modify Enrollment Tests","","","Verify update enrollment - Update ICD codes, changes reflected in Enrollment List",""
"passed","Wed Feb 25 11:42:26 UTC 2026","Wed Feb 25 11:42:45 UTC 2026","18926","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should persist profile data after logout and login",""
"passed","Wed Feb 25 11:50:41 UTC 2026","Wed Feb 25 11:50:48 UTC 2026","7028","","provider-portal/global-features/search.spec.ts","Global Search","","","should find patient when searching by full phone number",""
"passed","Wed Feb 25 12:30:59 UTC 2026","Wed Feb 25 12:31:36 UTC 2026","36961","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","7. Verify filter combination: Date + Status + Program - Correct patients displayed",""
"passed","Wed Feb 25 11:48:14 UTC 2026","Wed Feb 25 11:49:05 UTC 2026","50636","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should create care plan covering all question types",""
"passed","Wed Feb 25 11:41:03 UTC 2026","Wed Feb 25 11:41:17 UTC 2026","14032","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should cancel template edit and verify original data remains",""
"passed","Wed Feb 25 12:32:27 UTC 2026","Wed Feb 25 12:33:40 UTC 2026","73355","","provider-portal/enrollment/EnrollmentFormVerification.spec.ts","","","","Verify Care Manager assignment and multi-diagnoses selection in Enrollment form",""
"passed","Wed Feb 25 11:41:52 UTC 2026","Wed Feb 25 11:42:10 UTC 2026","18783","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should assign assessment to patient and verify in patient chart",""
"passed","Wed Feb 25 11:41:34 UTC 2026","Wed Feb 25 11:41:57 UTC 2026","22174","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should login successfully with new password after change",""
"passed","Wed Feb 25 11:53:14 UTC 2026","Wed Feb 25 11:53:40 UTC 2026","25658","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should not save care plan when cancelled during creation",""
"passed","Wed Feb 25 11:39:28 UTC 2026","Wed Feb 25 11:39:36 UTC 2026","7861","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should navigate to Settings and land on Unity Users tab",""
"passed","Wed Feb 25 11:47:07 UTC 2026","Wed Feb 25 11:50:02 UTC 2026","174861","","provider-portal/enrollment/ReEnrollmentFlow.spec.ts","","","","Verify the Activate Enrollment flow - Closed patient directly moves to Active section once enrollment activation is done",""
"passed","Wed Feb 25 11:42:45 UTC 2026","Wed Feb 25 11:42:54 UTC 2026","8373","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should auto-populate all fields when Edit Profile is opened",""
"failed","Wed Feb 25 11:39:33 UTC 2026","Wed Feb 25 11:39:37 UTC 2026","4427","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should verify Send Consent checkbox reveals Consent Forms dropdown",""
"passed","Wed Feb 25 11:43:40 UTC 2026","Wed Feb 25 11:43:54 UTC 2026","13656","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should navigate through assessment wizard steps correctly",""
"passed","Wed Feb 25 11:42:11 UTC 2026","Wed Feb 25 11:42:24 UTC 2026","13459","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should create assessment and verify it displays in provider portal library",""
"passed","Wed Feb 25 11:53:55 UTC 2026","Wed Feb 25 11:54:25 UTC 2026","30095","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should save as draft from edit mode",""
"passed","Wed Feb 25 11:40:26 UTC 2026","Wed Feb 25 11:40:48 UTC 2026","22116","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should change password successfully and verify success message",""
"passed","Wed Feb 25 11:39:20 UTC 2026","Wed Feb 25 11:39:25 UTC 2026","5330","","provider-portal/login.spec.ts","Provider Portal Login","","","should login to provider portal and navigate to work list",""
"failed","Wed Feb 25 11:40:41 UTC 2026","Wed Feb 25 11:40:58 UTC 2026","16991","","provider-portal/enrollment/Modify-EnrollmentFlow.spec.ts","Provider Portal - Modify Enrollment Tests","","","Verify modify enrollment - Update Care Manager, Provider, ICD reflected in Patient 360",""
"failed","Wed Feb 25 11:41:17 UTC 2026","Wed Feb 25 11:41:34 UTC 2026","16881","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should handle duplicate template name creation",""
"failed","Wed Feb 25 11:41:44 UTC 2026","Wed Feb 25 11:42:01 UTC 2026","17040","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should show no results for non-existent template search",""
"passed","Wed Feb 25 11:50:28 UTC 2026","Wed Feb 25 11:50:38 UTC 2026","10263","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should cancel care plan deletion and verify it remains",""
"passed","Wed Feb 25 12:24:58 UTC 2026","Wed Feb 25 12:25:12 UTC 2026","13822","","provider-portal/care-team-worklist/favorite-service.spec.ts","Favorite Service Update & Persistence","","","should update favorite service and verify after re-login",""
"passed","Wed Feb 25 11:39:37 UTC 2026","Wed Feb 25 11:39:44 UTC 2026","7272","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should display all table columns correctly",""
"passed","Wed Feb 25 11:41:54 UTC 2026","Wed Feb 25 11:42:17 UTC 2026","22312","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should edit a Unity User and verify changes in list",""
"passed","Wed Feb 25 12:30:28 UTC 2026","Wed Feb 25 12:30:59 UTC 2026","31148","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","6. Verify filter combination: Status + Program - Correct patients displayed",""
"passed","Wed Feb 25 11:42:09 UTC 2026","Wed Feb 25 11:42:26 UTC 2026","16669","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate mandatory fields on Edit Profile",""
"passed","Wed Feb 25 11:50:38 UTC 2026","Wed Feb 25 11:51:11 UTC 2026","32656","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should add 5+ questions with different types to a single section",""
"passed","Wed Feb 25 11:46:00 UTC 2026","Wed Feb 25 11:46:10 UTC 2026","10541","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should verify column headers are clickable and list renders after click",""
"passed","Wed Feb 25 11:43:04 UTC 2026","Wed Feb 25 11:43:20 UTC 2026","15846","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should view assessment details with all questions and options",""
"passed","Wed Feb 25 11:51:23 UTC 2026","Wed Feb 25 11:51:45 UTC 2026","21920","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should only show selected sections in the wizard",""
"failed","Mon Jan 05 13:37:17 UTC 2026","Mon Jan 05 13:37:39 UTC 2026","22349","","provider-portal\template-crud.spec.ts","Template CRUD Flow","","","should perform complete CRUD operations on template",""
"passed","Wed Feb 25 11:51:10 UTC 2026","Wed Feb 25 11:51:22 UTC 2026","12286","","provider-portal/global-features/search.spec.ts","Global Search","","","should close the dropdown and clear input when search is cleared",""
"passed","Wed Feb 25 11:39:33 UTC 2026","Wed Feb 25 11:40:01 UTC 2026","27756","","provider-portal/patient-wallet/patient-chart.spec.ts","Provider Portal Patient Chart","","","should add vital, review it in work list and verify reviewed status",""
"passed","Wed Feb 25 11:45:05 UTC 2026","Wed Feb 25 11:45:30 UTC 2026","25323","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should prevent deleted provider from logging in",""
"passed","Wed Feb 25 11:49:29 UTC 2026","Wed Feb 25 11:50:01 UTC 2026","32182","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should edit an existing care plan and verify changes",""
