"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 25 15:33:40 UTC 2026","Wed Feb 25 15:33:50 UTC 2026","10789","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should cancel care plan deletion and verify it remains",""
"passed","Wed Feb 25 14:27:01 UTC 2026","Wed Feb 25 14:27:54 UTC 2026","53187","","provider-portal/enrollment/Add-Enrollments.spec.ts","Provider Portal - Add Enrollment Tests","","","Add Enrollment",""
"passed","Wed Feb 25 15:37:05 UTC 2026","Wed Feb 25 15:37:35 UTC 2026","30484","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should save as draft from edit mode",""
"passed","Wed Feb 25 14:38:47 UTC 2026","Wed Feb 25 14:38:54 UTC 2026","6848","","provider-portal/global-features/search.spec.ts","Global Search","","","should find patient when searching by first 3 digits of phone number",""
"passed","Wed Feb 25 15:35:19 UTC 2026","Wed Feb 25 15:35:40 UTC 2026","21359","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should navigate forward and backward with data retention",""
"passed","Wed Feb 25 14:31:46 UTC 2026","Wed Feb 25 14:31:56 UTC 2026","10134","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should verify column headers are clickable and list renders after click",""
"passed","Wed Feb 25 15:32:17 UTC 2026","Wed Feb 25 15:32:42 UTC 2026","24109","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should save care plan as draft and resume editing",""
"passed","Wed Feb 25 14:41:45 UTC 2026","Wed Feb 25 14:41:59 UTC 2026","14523","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should prevent saving template without mandatory fields",""
"passed","Wed Feb 25 14:25:44 UTC 2026","Wed Feb 25 14:25:59 UTC 2026","15026","","admin-portal/admin-users.spec.ts","Admin Users Management","","","should add and delete an admin user",""
"passed","Wed Feb 25 14:30:27 UTC 2026","Wed Feb 25 14:30:48 UTC 2026","21509","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","6. Verify filter combination: Status + Program - Correct patients displayed",""
"passed","Wed Feb 25 15:25:30 UTC 2026","Wed Feb 25 15:25:51 UTC 2026","20393","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should edit assessment title and verify changes",""
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:51 UTC 2025","8478","","provider-portal\patient-chat.spec.ts","Provider Portal Patient Chat","","","should navigate to patient chart and send a chat message",""
"passed","Wed Feb 25 14:41:41 UTC 2026","Wed Feb 25 14:41:47 UTC 2026","6035","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should navigate to Settings and land on Profile page",""
"passed","Wed Feb 25 14:29:35 UTC 2026","Wed Feb 25 14:29:56 UTC 2026","21184","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","4. Verify filter combination: Date + Program - Correct patients displayed",""
"passed","Wed Feb 25 14:29:30 UTC 2026","Wed Feb 25 14:29:51 UTC 2026","20913","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should remove user from list after delete action",""
"passed","Wed Feb 25 14:32:17 UTC 2026","Wed Feb 25 14:36:23 UTC 2026","246112","","provider-portal/enrollment/EnrollmentFormVerification.spec.ts","","","","Verify Care Manager assignment and multi-diagnoses selection in Enrollment form",""
"passed","Wed Feb 25 14:40:51 UTC 2026","Wed Feb 25 14:40:56 UTC 2026","5537","","provider-portal/login.spec.ts","Provider Portal Login","","","should login to provider portal and navigate to work list",""
"passed","Wed Feb 25 15:29:55 UTC 2026","Wed Feb 25 15:31:05 UTC 2026","69951","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should create a care plan with all sections and verify it in the list",""
"passed","Wed Feb 25 15:35:40 UTC 2026","Wed Feb 25 15:36:10 UTC 2026","30291","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should archive a care plan and verify Show Archived toggle",""
"passed","Wed Feb 25 15:27:59 UTC 2026","Wed Feb 25 15:28:19 UTC 2026","19641","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should display correct assessment type and creator in list",""
"passed","Wed Feb 25 14:41:36 UTC 2026","Wed Feb 25 14:41:45 UTC 2026","8713","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should cancel template creation and verify template is not saved",""
"failed","Wed Feb 25 14:41:30 UTC 2026","Wed Feb 25 14:41:34 UTC 2026","4429","","provider-portal/patient-wallet/patient-chat.spec.ts","Provider Portal Patient Chat","","","should navigate to patient chart and send a chat message",""
"passed","Wed Feb 25 14:42:25 UTC 2026","Wed Feb 25 14:42:35 UTC 2026","9777","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate confirm password matches new password",""
"passed","Wed Feb 25 14:31:56 UTC 2026","Wed Feb 25 14:32:05 UTC 2026","8892","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should display all users in a scrollable list",""
"passed","Wed Feb 25 15:33:50 UTC 2026","Wed Feb 25 15:34:25 UTC 2026","34442","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should add 5+ questions with different types to a single section",""
"passed","Wed Feb 25 14:29:10 UTC 2026","Wed Feb 25 14:29:30 UTC 2026","20936","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should delete a Unity User and verify removal from list",""
"passed","Wed Feb 25 14:29:51 UTC 2026","Wed Feb 25 14:30:10 UTC 2026","18954","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should deactivate a user by toggling status to Inactive",""
"passed","Wed Feb 25 14:39:16 UTC 2026","Wed Feb 25 14:39:23 UTC 2026","7303","","provider-portal/global-features/search.spec.ts","Global Search","","","should navigate to patient chart when selecting a patient from search results",""
"failed","Mon Jan 05 13:37:17 UTC 2026","Mon Jan 05 13:37:39 UTC 2026","22349","","provider-portal\template-crud.spec.ts","Template CRUD Flow","","","should perform complete CRUD operations on template",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:38 UTC 2025","2165","","example.spec.ts","","","","example test",""
"passed","Wed Feb 25 14:28:27 UTC 2026","Wed Feb 25 14:28:47 UTC 2026","20166","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should not save changes when Edit is cancelled",""
"passed","Wed Feb 25 14:25:43 UTC 2026","Wed Feb 25 14:25:51 UTC 2026","8241","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should search for a user by name and show filtered results",""
"passed","Wed Feb 25 14:38:33 UTC 2026","Wed Feb 25 14:38:40 UTC 2026","7062","","provider-portal/global-features/search.spec.ts","Global Search","","","should find patient when searching by full name in lastname-firstname format",""
"passed","Wed Feb 25 14:28:15 UTC 2026","Wed Feb 25 14:28:29 UTC 2026","14149","","provider-portal/enrollment/CreateNEnrollPatient.spec.ts","","","","Patient Onboarding and Enrollment 1",""
"passed","Wed Feb 25 14:40:45 UTC 2026","Wed Feb 25 14:40:53 UTC 2026","8610","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should create template and verify it displays in template list",""
"passed","Wed Feb 25 14:42:14 UTC 2026","Wed Feb 25 14:42:25 UTC 2026","11295","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate new password requirements",""
"passed","Wed Feb 25 14:41:23 UTC 2026","Wed Feb 25 14:41:36 UTC 2026","12568","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should delete template and verify it is removed from list",""
"passed","Wed Feb 25 14:27:04 UTC 2026","Wed Feb 25 14:27:26 UTC 2026","22642","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should handle duplicate username or email on Add",""
"passed","Wed Feb 25 14:31:44 UTC 2026","Wed Feb 25 14:32:17 UTC 2026","33099","","provider-portal/enrollment/EnrollmentFormVerification.spec.ts","","","","Verify Add Insurance button opens insurance form and allows adding new insurance",""
"passed","Wed Feb 25 14:42:35 UTC 2026","Wed Feb 25 14:42:59 UTC 2026","24205","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should terminate session after password change",""
"passed","Wed Feb 25 15:36:10 UTC 2026","Wed Feb 25 15:36:25 UTC 2026","14533","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should open care plan in View Only mode with disabled fields",""
"passed","Wed Feb 25 14:26:10 UTC 2026","Wed Feb 25 14:26:23 UTC 2026","13566","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should add a new Unity User with mandatory fields",""
"failed","Wed Feb 25 14:41:02 UTC 2026","Wed Feb 25 14:41:29 UTC 2026","26712","","provider-portal/patient-wallet/patient-chart.spec.ts","Provider Portal Patient Chart","","","should add vital, review it in work list and verify reviewed status",""
"passed","Wed Feb 25 14:38:14 UTC 2026","Wed Feb 25 14:38:18 UTC 2026","4704","","provider-portal/global-features/search.spec.ts","Global Search","","","should display the global search bar on the dashboard after login",""
