"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Mar 05 14:38:23 UTC 2026","Thu Mar 05 14:38:23 UTC 2026","1","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should add 5+ questions with different types to a single section",""
"passed","Thu Mar 05 14:36:42 UTC 2026","Thu Mar 05 14:37:20 UTC 2026","37347","","provider-portal/enrollment/Modify-EnrollmentFlow.spec.ts","Provider Portal - Modify Enrollment Tests","","","Verify complete modify enrollment workflow - Update ICD codes, Care Manager, Provider, Insurance",""
"passed","Thu Mar 05 14:33:11 UTC 2026","Thu Mar 05 14:33:33 UTC 2026","21851","","provider-portal/care-team-worklist/interaction-bulk.spec.ts","Interaction - Bulk Operations RTM","","","should send bulk App Chat message to selected patients",""
"skipped","Thu Mar 05 14:34:44 UTC 2026","Thu Mar 05 14:34:44 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should verify multiple time entries for same activity are cumulative",""
"skipped","Thu Mar 05 14:31:21 UTC 2026","Thu Mar 05 14:31:37 UTC 2026","15755","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should send Text message to patient from Week 3",""
"passed","Thu Mar 05 14:29:58 UTC 2026","Thu Mar 05 14:30:12 UTC 2026","13892","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should add a new Unity User with mandatory fields",""
"passed","Thu Mar 05 14:35:24 UTC 2026","Thu Mar 05 14:36:12 UTC 2026","47984","","provider-portal/enrollment/EnrollmentFormVerification.spec.ts","","","","Verify Care Manager assignment and multi-diagnoses selection in Enrollment form",""
"passed","Thu Mar 05 14:33:23 UTC 2026","Thu Mar 05 14:33:37 UTC 2026","13671","","provider-portal/monitoring/monitoring-01-no-data.spec.ts","Monitoring - No Data","","","should search for a patient by name in No Data list",""
"skipped","Thu Mar 05 14:30:18 UTC 2026","Thu Mar 05 14:30:34 UTC 2026","16273","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should complete Follow Up Exercise Program activity with time entry",""
"passed","Thu Mar 05 14:32:30 UTC 2026","Thu Mar 05 14:32:35 UTC 2026","5003","","provider-portal/login.spec.ts","Provider Portal Login","","","should login to provider portal and navigate to work list",""
"skipped","Thu Mar 05 14:34:44 UTC 2026","Thu Mar 05 14:34:44 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should filter Week 1 list by specific care manager",""
"passed","Thu Mar 05 14:36:15 UTC 2026","Thu Mar 05 14:36:26 UTC 2026","11077","","provider-portal/monitoring/monitoring-02-data.spec.ts","Monitoring - Data Review","","","should display pagination in Data list",""
