"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 07 15:23:08 UTC 2026","Tue Apr 07 15:23:25 UTC 2026","16466","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should validate mandatory fields on Edit Profile",""
"passed","Tue Apr 07 14:57:08 UTC 2026","Tue Apr 07 14:57:44 UTC 2026","35982","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should add 5+ questions with different types to a single section",""
"passed","Tue Apr 07 15:13:19 UTC 2026","Tue Apr 07 15:13:27 UTC 2026","7942","","provider-portal/global-features/search.spec.ts","Global Search","","","should find patient when searching by first 3 digits of phone number",""
"passed","Tue Apr 07 14:55:37 UTC 2026","Tue Apr 07 14:55:59 UTC 2026","22296","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should edit a Unity User and verify changes in list",""
"passed","Tue Apr 07 14:55:10 UTC 2026","Tue Apr 07 14:55:42 UTC 2026","31396","","provider-portal/enrollment/EnrollmentFilterScenarios.spec.ts","Enrollment Filter Scenarios","","","5. Verify filter combination: Date + Status - Correct patients displayed",""
"skipped","Tue Apr 07 14:54:02 UTC 2026","Tue Apr 07 14:54:02 UTC 2026","0","","provider-portal/care-team-worklist/interaction-week1.spec.ts","Interaction - Week 1 RTM","","","should complete Meal Plan activity with manual time entry logged",""
"passed","Tue Apr 07 15:12:42 UTC 2026","Tue Apr 07 15:12:47 UTC 2026","5283","","provider-portal/global-features/search.spec.ts","Global Search","","","should display the global search bar on the dashboard after login",""
"passed","Tue Apr 07 14:56:21 UTC 2026","Tue Apr 07 14:56:27 UTC 2026","5816","","provider-portal/alerts/alerts.spec.ts","Alerts - Navigation & Page Load","","","should display all table column headers",""
"skipped","Tue Apr 07 14:59:13 UTC 2026","Tue Apr 07 14:59:29 UTC 2026","16207","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should filter Week 3 list by care manager",""
"skipped","Tue Apr 07 14:56:46 UTC 2026","Tue Apr 07 14:56:46 UTC 2026","0","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should verify week progression or cycle completion",""
"skipped","Tue Apr 07 14:56:14 UTC 2026","Tue Apr 07 14:56:31 UTC 2026","16492","","provider-portal/care-team-worklist/interaction-week3.spec.ts","Interaction - Week 3 RTM","","","should verify patient is listed in Week 3",""
"passed","Tue Apr 07 15:00:45 UTC 2026","Tue Apr 07 15:01:18 UTC 2026","33195","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should save as draft from edit mode",""
"passed","Tue Apr 07 14:52:49 UTC 2026","Tue Apr 07 14:53:03 UTC 2026","14351","","admin-portal/admin-users.spec.ts","Admin Users Management","","","should add and delete an admin user",""
"failed","Tue Apr 07 15:05:07 UTC 2026","Tue Apr 07 15:05:30 UTC 2026","23098","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should cancel template deletion and verify template still exists",""
"passed","Tue Apr 07 14:54:36 UTC 2026","Tue Apr 07 14:54:51 UTC 2026","15323","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should validate email format on Add Unity User",""
"failed","Tue Apr 07 14:56:23 UTC 2026","Tue Apr 07 14:56:46 UTC 2026","23281","","provider-portal/care-team-worklist/interaction.spec.ts","Interaction - RTM (Dynamic Week)","","","should complete Reach Out activity with time entry",""
"passed","Tue Apr 07 15:04:45 UTC 2026","Tue Apr 07 15:04:54 UTC 2026","8781","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should cancel template creation and verify template is not saved",""
"skipped","Tue Apr 07 14:55:58 UTC 2026","Tue Apr 07 14:56:14 UTC 2026","16424","","provider-portal/care-team-worklist/interaction-week2.spec.ts","Interaction - Week 2 RTM","","","should filter Week 2 list by care manager",""
"failed","Tue Apr 07 15:16:30 UTC 2026","Tue Apr 07 15:16:42 UTC 2026","11383","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should navigate through assessment wizard steps correctly",""
