"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 18 13:34:58 UTC 2026","Wed Feb 18 13:35:03 UTC 2026","5408","","provider-portal/enrollment/enrollments.spec.ts","Provider Portal Enrollments","","","should navigate to enrollments and open add enrollment form",""
"passed","Wed Feb 18 13:38:34 UTC 2026","Wed Feb 18 13:39:00 UTC 2026","26365","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should delete a care plan with confirmation",""
"failed","Wed Feb 18 13:35:13 UTC 2026","Wed Feb 18 13:35:34 UTC 2026","20313","","provider-portal/patient-wallet/patient-chart.spec.ts","Provider Portal Patient Chart","","","should add vital, review it in work list and verify reviewed status",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:38 UTC 2025","2165","","example.spec.ts","","","","example test",""
"passed","Wed Feb 18 13:35:19 UTC 2026","Wed Feb 18 13:35:21 UTC 2026","1972","","admin-portal/login.spec.ts","Admin Portal Login Tests","","","Successful login with valid credentials",""
"passed","Wed Feb 18 13:40:33 UTC 2026","Wed Feb 18 13:41:09 UTC 2026","35663","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should search and filter care plans by title",""
"failed","Wed Feb 18 13:35:03 UTC 2026","Wed Feb 18 13:35:31 UTC 2026","27241","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should add, edit and assign an assessment",""
"passed","Wed Feb 18 13:34:40 UTC 2026","Wed Feb 18 13:34:48 UTC 2026","8339","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should perform complete CRUD operations on template",""
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:48 UTC 2025","6300","","provider-portal\patient-chart.spec.ts","Provider Portal Patient Chart","","","should navigate to patient chart and verify patient name",""
"passed","Wed Feb 18 13:34:49 UTC 2026","Wed Feb 18 13:34:54 UTC 2026","4635","","provider-portal/login.spec.ts","Provider Portal Login","","","should login to provider portal and navigate to work list",""
"passed","Wed Feb 18 13:35:21 UTC 2026","Wed Feb 18 13:35:23 UTC 2026","1468","","admin-portal/login.spec.ts","Admin Portal Login Tests","","","Failed login with invalid credentials",""
"passed","Wed Feb 18 13:38:01 UTC 2026","Wed Feb 18 13:38:34 UTC 2026","32255","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should edit an existing care plan and verify changes",""
"failed","Wed Feb 18 13:35:41 UTC 2026","Wed Feb 18 13:35:47 UTC 2026","5939","","provider-portal/patient-wallet/vitals.spec.ts","Provider Portal Vitals","","","Add Heart Rate vital and verify latest reading",""
"passed","Wed Feb 18 13:35:24 UTC 2026","Wed Feb 18 13:35:39 UTC 2026","14575","","provider-portal/care-team-worklist/favorite-service.spec.ts","Favorite Service Update & Persistence","","","should update favorite service and verify after re-login",""
"passed","Wed Feb 18 13:35:31 UTC 2026","Wed Feb 18 13:36:43 UTC 2026","71808","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should create a care plan with all sections and verify it in the list",""
"passed","Wed Feb 18 13:35:23 UTC 2026","Wed Feb 18 13:35:24 UTC 2026","1424","","admin-portal/login.spec.ts","Admin Portal Login Tests","","","Login with empty credentials",""
"passed","Wed Feb 18 13:42:28 UTC 2026","Wed Feb 18 13:42:52 UTC 2026","23563","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should not save care plan when cancelled during creation",""
"passed","Wed Feb 18 13:41:09 UTC 2026","Wed Feb 18 13:41:29 UTC 2026","20493","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should navigate forward and backward with data retention",""
"passed","Wed Feb 18 13:42:00 UTC 2026","Wed Feb 18 13:42:28 UTC 2026","28408","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should open care plan in View Only mode with disabled fields",""
"passed","Tue May 06 11:46:42 UTC 2025","Tue May 06 11:46:51 UTC 2025","8478","","provider-portal\patient-chat.spec.ts","Provider Portal Patient Chat","","","should navigate to patient chart and send a chat message",""
"passed","Wed Feb 18 13:35:02 UTC 2026","Wed Feb 18 13:35:17 UTC 2026","14805","","admin-portal/admin-users.spec.ts","Admin Users Management","","","should add and delete an admin user",""
"passed","Wed Feb 18 13:39:00 UTC 2026","Wed Feb 18 13:39:25 UTC 2026","25124","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should cancel care plan deletion and verify it remains",""
"passed","Tue May 06 11:46:35 UTC 2025","Tue May 06 11:46:42 UTC 2025","6343","","provider-portal\enrollments.spec.ts","Provider Portal Enrollments","","","should navigate to enrollments and open add enrollment form",""
"failed","Mon Jan 05 13:37:17 UTC 2026","Mon Jan 05 13:37:39 UTC 2026","22349","","provider-portal\template-crud.spec.ts","Template CRUD Flow","","","should perform complete CRUD operations on template",""
