"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Feb 24 12:27:56 UTC 2026","Tue Feb 24 12:27:56 UTC 2026","0","","provider-portal/library/care-plan.spec.ts","Care Plan Flow","","","should search and filter care plans by title",""
"passed","Tue Feb 24 12:27:16 UTC 2026","Tue Feb 24 12:27:37 UTC 2026","21321","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should login successfully with new password after change",""
"passed","Tue Feb 24 12:28:30 UTC 2026","Tue Feb 24 12:28:49 UTC 2026","19952","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should search and filter assessments by title",""
"passed","Tue Feb 24 12:26:36 UTC 2026","Tue Feb 24 12:26:43 UTC 2026","7062","","provider-portal/global-features/search.spec.ts","Global Search","","","should display No Option message when searching with invalid DOB",""
"passed","Tue Feb 24 12:25:59 UTC 2026","Tue Feb 24 12:26:05 UTC 2026","6136","","provider-portal/settings/profile.spec.ts","Settings - Profile Tab","","","should navigate to Settings and land on Profile page",""
"failed","Tue Feb 24 12:27:28 UTC 2026","Tue Feb 24 12:27:45 UTC 2026","16844","","provider-portal/library/assessment.spec.ts","Assessment Flow","","","should cancel assessment edit and verify original data remains",""
"passed","Tue Feb 24 12:26:16 UTC 2026","Tue Feb 24 12:26:29 UTC 2026","12894","","provider-portal/library/template-crud.spec.ts","Template CRUD Flow","","","should handle duplicate template name creation",""
"passed","Tue Feb 24 12:30:46 UTC 2026","Tue Feb 24 12:31:16 UTC 2026","29546","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should verify Verify Email option in action menu",""
"passed","Tue Feb 24 12:26:15 UTC 2026","Tue Feb 24 12:26:30 UTC 2026","15178","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should validate email format on Add Unity User",""
"passed","Tue Feb 24 12:25:38 UTC 2026","Tue Feb 24 12:25:43 UTC 2026","4355","","provider-portal/global-features/search.spec.ts","Global Search","","","should display the global search bar on the dashboard after login",""
"passed","Tue Feb 24 12:25:16 UTC 2026","Tue Feb 24 12:25:24 UTC 2026","8697","","provider-portal/settings/unity-users.spec.ts","Settings - Unity Users Tab","","","should show no results for non-existent user search",""
"passed","Tue Feb 24 12:25:43 UTC 2026","Tue Feb 24 12:25:50 UTC 2026","7057","","provider-portal/global-features/search.spec.ts","Global Search","","","should display patient list when searching by first name",""
